bet_id,user_id,game,bet_ts,stake_usd,outcome,payout_usd,bonus_used,ip,device_id
883,38,crash,2025-02-26T10:00:00,4.95,lose,0.0,0,192.168.4.40,dev26
884,38,crash,2025-03-09T18:44:00,1.76,win,31.78,0,192.168.0.189,dev26
885,38,roulette,2025-03-10T08:35:00,10.52,win,116.77,0,192.168.5.195,dev26
886,38,coinflip,2025-03-11T16:58:00,4.89,win,52.36,0,192.168.2.183,dev26
887,38,roulette,2025-02-28T12:56:00,0.22,win,0.46,0,192.168.1.120,dev26
888,38,roulette,2025-03-18T10:36:00,10.1,lose,0.0,0,192.168.4.131,dev26
889,38,crash,2025-03-27T06:16:00,17.27,win,114.03,0,192.168.5.147,dev26
890,39,crash,2025-03-10T00:58:00,1.19,win,12.08,0,192.168.2.117,dev47
891,39,coinflip,2025-02-14T01:19:00,19.29,win,212.77,0,192.168.4.116,dev47
892,39,roulette,2025-03-11T11:43:00,0.17,lose,0.0,0,192.168.0.211,dev47
893,39,coinflip,2025-02-20T17:41:00,17.53,lose,0.0,0,192.168.4.231,dev47
894,39,roulette,2025-02-09T23:53:00,16.68,win,289.16,0,192.168.2.207,dev47
895,39,roulette,2025-03-05T18:11:00,0.18,lose,0.0,0,192.168.0.30,dev47
896,39,crash,2025-03-05T21:08:00,8.51,lose,0.0,0,192.168.2.193,dev47
897,39,coinflip,2025-03-11T18:03:00,4.77,lose,0.0,0,192.168.2.169,dev47
898,39,coinflip,2025-03-03T10:41:00,0.17,lose,0.0,0,192.168.4.247,dev47
899,39,crash,2025-02-11T09:38:00,21.8,win,343.22,0,192.168.2.147,dev47
900,39,crash,2025-03-15T12:20:00,0.51,lose,0.0,1,192.168.2.73,dev47
901,40,coinflip,2025-01-15T20:07:00,16.22,win,235.7,0,192.168.4.251,dev27
902,40,crash,2025-01-24T09:19:00,0.23,win,4.55,0,192.168.3.145,dev27
903,40,crash,2025-01-13T03:32:00,0.17,lose,0.0,1,192.168.4.11,dev27
904,40,roulette,2025-02-11T15:53:00,10.45,win,93.2,0,192.168.0.245,dev27
905,40,coinflip,2025-01-27T07:08:00,0.21,win,3.4,0,192.168.2.173,dev27
906,40,crash,2025-02-04T07:25:00,0.48,lose,0.0,0,192.168.4.45,dev27
907,40,coinflip,2025-01-07T10:56:00,23.79,win,298.04,0,192.168.4.137,dev27
908,40,coinflip,2025-01-20T08:13:00,17.71,win,197.2,1,192.168.5.39,dev27
909,40,coinflip,2025-01-17T16:32:00,5.42,win,98.87,1,192.168.3.226,dev27
910,40,roulette,2025-01-04T16:00:00,9.71,lose,0.0,0,192.168.2.91,dev27
911,40,crash,2025-01-17T15:18:00,0.55,win,7.95,1,192.168.1.198,dev27
912,40,crash,2025-02-13T09:53:00,5.75,lose,0.0,0,192.168.1.122,dev27
913,40,crash,2025-02-11T13:28:00,0.99,lose,0.0,1,192.168.4.197,dev27
914,40,crash,2025-01-27T05:57:00,0.4,win,3.12,0,192.168.3.127,dev27
915,40,coinflip,2025-01-12T22:41:00,1.78,win,2.91,0,192.168.1.194,dev27
916,40,coinflip,2025-01-22T08:15:00,1.72,lose,0.0,0,192.168.4.59,dev27
917,40,crash,2025-01-07T02:18:00,11.92,win,148.38,0,192.168.1.192,dev27
918,41,roulette,2025-02-19T05:15:00,0.16,lose,0.0,0,192.168.1.219,dev42
919,41,roulette,2025-02-20T01:58:00,0.86,win,11.88,0,192.168.4.207,dev42
920,41,roulette,2025-02-28T03:54:00,4.57,lose,0.0,0,192.168.0.26,dev42
921,41,coinflip,2025-03-16T23:08:00,11.06,win,73.73,0,192.168.5.181,dev42
922,41,coinflip,2025-02-16T04:08:00,16.31,lose,0.0,0,192.168.4.184,dev42
923,41,roulette,2025-02-10T06:16:00,2.11,lose,0.0,0,192.168.4.93,dev42
924,41,crash,2025-03-14T04:41:00,10.97,lose,0.0,1,192.168.0.49,dev42
925,41,roulette,2025-03-16T15:26:00,1.12,win,19.46,0,192.168.1.227,dev42
926,41,coinflip,2025-03-10T07:54:00,0.42,win,1.4,1,192.168.3.43,dev42
927,41,roulette,2025-03-19T15:41:00,1.14,win,5.56,1,192.168.2.170,dev42
928,41,coinflip,2025-02-18T17:36:00,20.77,lose,0.0,0,192.168.4.153,dev42
929,41,roulette,2025-02-17T06:59:00,1.08,lose,0.0,0,192.168.2.239,dev42
930,41,crash,2025-03-12T09:40:00,0.18,win,3.46,0,192.168.0.73,dev42
931,41,roulette,2025-03-07T23:42:00,22.54,lose,0.0,0,192.168.0.163,dev42
932,41,roulette,2025-03-15T10:33:00,17.16,win,158.71,0,192.168.4.47,dev42
933,41,coinflip,2025-03-05T13:47:00,16.0,win,30.75,0,192.168.1.30,dev42
934,41,crash,2025-02-28T18:33:00,4.48,lose,0.0,0,192.168.1.104,dev42
935,41,crash,2025-02-11T02:37:00,9.49,lose,0.0,0,192.168.1.21,dev42
936,41,coinflip,2025-02-13T18:35:00,0.22,win,2.53,0,192.168.2.181,dev42
937,41,crash,2025-02-10T19:29:00,9.75,lose,0.0,0,192.168.4.101,dev42
938,41,roulette,2025-02-14T13:08:00,2.25,lose,0.0,0,192.168.3.189,dev42
939,41,coinflip,2025-02-09T12:03:00,8.8,lose,0.0,0,192.168.1.247,dev42
940,41,coinflip,2025-02-20T09:22:00,0.16,lose,0.0,0,192.168.2.243,dev42
941,41,crash,2025-03-20T02:38:00,22.85,win,364.36,0,192.168.2.39,dev42
942,41,coinflip,2025-02-09T02:00:00,2.09,lose,0.0,0,192.168.4.90,dev42
943,41,crash,2025-02-22T08:11:00,21.38,win,197.52,0,192.168.0.60,dev42
944,41,roulette,2025-02-13T18:17:00,1.89,lose,0.0,0,192.168.5.222,dev42
945,41,roulette,2025-03-09T15:15:00,5.79,win,100.4,0,192.168.2.68,dev42
946,41,roulette,2025-03-07T23:34:00,23.95,win,460.11,1,192.168.4.215,dev42
947,41,crash,2025-03-17T11:12:00,1.1,lose,0.0,0,192.168.5.10,dev42
948,41,coinflip,2025-03-16T06:08:00,2.13,win,39.72,1,192.168.5.35,dev42
949,41,coinflip,2025-03-08T11:03:00,0.89,win,11.82,1,192.168.0.140,dev42
950,41,crash,2025-03-18T03:31:00,0.8,win,8.95,0,192.168.2.178,dev42
951,41,crash,2025-02-20T07:50:00,1.89,lose,0.0,1,192.168.3.58,dev42
952,41,roulette,2025-02-09T21:31:00,2.11,lose,0.0,0,192.168.4.127,dev42
953,41,crash,2025-02-13T03:44:00,5.22,lose,0.0,1,192.168.3.50,dev42
954,41,roulette,2025-02-26T15:23:00,0.56,lose,0.0,0,192.168.4.238,dev42
955,41,roulette,2025-03-02T00:15:00,1.07,win,5.47,0,192.168.1.207,dev42
956,41,roulette,2025-02-12T15:26:00,0.42,win,6.34,0,192.168.1.25,dev42
957,41,coinflip,2025-02-27T04:04:00,22.46,win,96.85,0,192.168.5.66,dev42
958,41,crash,2025-02-21T09:40:00,5.89,lose,0.0,0,192.168.0.81,dev42
959,41,crash,2025-02-09T01:56:00,0.17,lose,0.0,0,192.168.0.172,dev42
960,41,coinflip,2025-02-25T06:37:00,2.38,lose,0.0,0,192.168.0.71,dev42
961,41,coinflip,2025-03-02T02:34:00,0.21,lose,0.0,0,192.168.5.16,dev42
962,41,roulette,2025-03-19T11:14:00,0.21,win,2.14,0,192.168.0.68,dev42
963,41,crash,2025-03-09T08:21:00,5.35,lose,0.0,0,192.168.2.116,dev42
964,41,crash,2025-03-08T07:22:00,16.49,win,258.94,0,192.168.1.3,dev42
965,41,roulette,2025-02-20T21:17:00,0.98,win,14.31,0,192.168.5.217,dev42
966,41,roulette,2025-02-17T15:58:00,2.38,lose,0.0,0,192.168.1.135,dev42
967,41,roulette,2025-03-14T09:06:00,21.05,lose,0.0,0,192.168.3.227,dev42
968,42,roulette,2025-02-02T04:08:00,0.51,lose,0.0,0,192.168.4.122,dev59
969,42,crash,2025-02-01T15:02:00,5.77,win,78.66,0,192.168.4.60,dev59
970,42,crash,2025-02-10T21:50:00,0.17,win,1.1,0,192.168.5.194,dev59
971,42,roulette,2025-02-26T01:33:00,21.07,win,315.18,0,192.168.2.147,dev59
972,42,crash,2025-03-11T22:47:00,1.84,lose,0.0,0,192.168.1.135,dev59
973,42,crash,2025-03-13T15:24:00,18.29,win,248.15,0,192.168.1.129,dev59
974,42,crash,2025-02-07T23:09:00,0.18,lose,0.0,1,192.168.2.251,dev59
975,42,crash,2025-02-14T18:56:00,0.81,win,6.27,0,192.168.1.59,dev59
976,42,coinflip,2025-03-04T04:17:00,1.08,lose,0.0,0,192.168.4.172,dev59
977,42,coinflip,2025-02-06T13:42:00,2.03,win,17.52,0,192.168.0.59,dev59
978,42,roulette,2025-03-04T20:39:00,2.26,win,22.4,0,192.168.2.29,dev59
979,42,roulette,2025-02-15T14:44:00,9.32,win,81.39,0,192.168.3.76,dev59
980,42,crash,2025-02-05T18:02:00,5.9,lose,0.0,0,192.168.1.97,dev59
981,42,crash,2025-02-11T16:28:00,5.35,lose,0.0,0,192.168.0.5,dev59
982,42,crash,2025-02-08T13:19:00,0.43,win,4.33,0,192.168.5.251,dev59
983,42,coinflip,2025-02-05T13:44:00,0.49,win,0.92,0,192.168.1.39,dev59
984,42,coinflip,2025-02-03T02:47:00,0.81,lose,0.0,0,192.168.2.82,dev59
985,42,roulette,2025-02-01T09:46:00,10.48,win,79.5,1,192.168.3.94,dev59
986,42,crash,2025-02-15T06:45:00,4.88,win,72.76,1,192.168.3.57,dev59
987,42,crash,2025-02-07T12:16:00,11.21,lose,0.0,0,192.168.5.213,dev59
988,42,crash,2025-02-10T23:34:00,0.4,lose,0.0,0,192.168.0.40,dev59
989,42,crash,2025-02-03T09:29:00,0.22,lose,0.0,0,192.168.5.87,dev59
990,42,coinflip,2025-03-04T02:09:00,21.51,lose,0.0,0,192.168.3.127,dev59
991,42,crash,2025-02-21T15:36:00,10.94,lose,0.0,0,192.168.1.97,dev59
992,42,coinflip,2025-02-25T00:57:00,11.11,win,88.87,0,192.168.4.147,dev59
993,42,coinflip,2025-02-03T17:18:00,0.23,lose,0.0,0,192.168.2.186,dev59
994,42,crash,2025-02-26T23:02:00,2.09,win,24.2,0,192.168.1.156,dev59
995,42,crash,2025-03-04T14:32:00,19.92,lose,0.0,1,192.168.5.61,dev59
996,43,roulette,2025-01-20T07:49:00,2.09,lose,0.0,0,192.168.2.77,dev31
997,43,crash,2025-02-16T21:12:00,22.26,lose,0.0,0,192.168.0.72,dev31
998,43,roulette,2025-01-23T00:19:00,4.15,win,65.1,0,192.168.3.253,dev31
999,43,coinflip,2025-02-02T12:28:00,17.96,lose,0.0,0,192.168.2.40,dev31
1000,43,coinflip,2025-02-04T06:54:00,0.17,win,2.75,0,192.168.4.77,dev31
1001,43,crash,2025-01-17T12:57:00,17.75,win,306.42,0,192.168.3.188,dev31
1002,43,roulette,2025-02-18T21:11:00,18.86,lose,0.0,0,192.168.4.14,dev31
1003,43,coinflip,2025-01-29T23:16:00,11.95,lose,0.0,0,192.168.5.97,dev31
1004,43,roulette,2025-01-21T01:37:00,5.39,win,84.71,0,192.168.3.3,dev31
1005,43,coinflip,2025-02-11T13:39:00,1.88,win,17.02,0,192.168.4.41,dev31
1006,43,roulette,2025-02-04T18:50:00,2.28,win,14.02,0,192.168.0.78,dev31
1007,43,coinflip,2025-01-26T10:33:00,0.49,win,1.42,0,192.168.5.137,dev31
1008,43,crash,2025-01-18T09:02:00,5.0,win,85.73,0,192.168.2.17,dev31
1009,43,roulette,2025-01-26T04:44:00,0.48,lose,0.0,1,192.168.2.225,dev31
1010,43,coinflip,2025-01-11T20:29:00,1.0,lose,0.0,0,192.168.3.238,dev31
1011,43,coinflip,2025-01-28T12:36:00,5.93,win,56.41,0,192.168.1.22,dev31
1012,43,coinflip,2025-01-31T23:12:00,1.78,win,22.3,0,192.168.4.125,dev31
1013,43,coinflip,2025-01-21T07:41:00,11.37,lose,0.0,0,192.168.2.245,dev31
1014,43,crash,2025-01-26T12:59:00,8.8,lose,0.0,1,192.168.0.200,dev31
1015,43,coinflip,2025-02-03T16:12:00,1.01,lose,0.0,0,192.168.5.132,dev31
1016,43,coinflip,2025-02-03T23:31:00,1.0,win,15.12,1,192.168.5.64,dev31
1017,43,roulette,2025-02-09T11:58:00,5.76,win,72.16,1,192.168.3.193,dev31
1018,43,coinflip,2025-02-07T13:06:00,0.88,lose,0.0,0,192.168.5.27,dev31
1019,43,roulette,2025-01-25T14:32:00,5.34,lose,0.0,0,192.168.1.115,dev31
1020,43,roulette,2025-01-19T02:54:00,5.2,win,28.41,0,192.168.4.15,dev31
1021,43,roulette,2025-01-13T10:58:00,10.54,win,21.33,0,192.168.1.250,dev31
1022,43,crash,2025-02-12T10:29:00,2.01,lose,0.0,0,192.168.2.24,dev31
1023,43,crash,2025-01-12T00:09:00,0.6,lose,0.0,0,192.168.4.225,dev31
1024,43,roulette,2025-01-29T19:04:00,0.53,lose,0.0,0,192.168.1.154,dev31
1025,43,crash,2025-02-13T03:57:00,22.84,win,241.02,0,192.168.0.66,dev31
1026,43,roulette,2025-01-15T01:16:00,4.28,lose,0.0,0,192.168.2.169,dev31
1027,43,crash,2025-01-23T22:05:00,4.21,win,28.97,1,192.168.3.236,dev31
1028,43,roulette,2025-02-10T08:38:00,11.6,win,186.52,0,192.168.2.94,dev31
1029,43,coinflip,2025-02-05T03:20:00,1.18,lose,0.0,0,192.168.5.30,dev31
1030,43,roulette,2025-02-06T20:58:00,21.5,lose,0.0,0,192.168.0.102,dev31
1031,43,roulette,2025-01-13T09:34:00,1.14,win,22.71,0,192.168.3.6,dev31
1032,43,coinflip,2025-01-20T13:59:00,5.72,lose,0.0,0,192.168.0.249,dev31
1033,43,coinflip,2025-01-28T21:02:00,11.21,lose,0.0,0,192.168.2.33,dev31
1034,43,roulette,2025-02-11T22:42:00,0.87,lose,0.0,0,192.168.4.72,dev31
1035,43,coinflip,2025-02-04T15:38:00,2.35,win,42.31,0,192.168.4.233,dev31
1036,43,coinflip,2025-01-28T06:47:00,5.73,lose,0.0,0,192.168.3.30,dev31
1037,43,roulette,2025-01-18T20:22:00,1.61,win,27.18,0,192.168.4.138,dev31
1038,43,coinflip,2025-01-16T21:59:00,0.21,lose,0.0,0,192.168.5.169,dev31
1039,43,crash,2025-02-01T06:48:00,8.45,win,162.46,0,192.168.5.252,dev31
1040,43,coinflip,2025-01-27T15:43:00,2.16,win,18.12,0,192.168.2.20,dev31
1041,43,roulette,2025-01-19T21:29:00,4.95,win,73.97,0,192.168.5.28,dev31
1042,44,roulette,2025-03-03T16:41:00,0.55,lose,0.0,0,192.168.1.159,dev20
1043,44,coinflip,2025-02-21T12:53:00,8.97,win,159.35,0,192.168.3.135,dev20
1044,44,roulette,2025-02-23T13:00:00,5.68,lose,0.0,0,192.168.3.127,dev20
1045,44,crash,2025-01-25T13:05:00,18.58,lose,0.0,0,192.168.2.82,dev20
1046,44,coinflip,2025-02-13T16:48:00,4.39,win,65.12,0,192.168.4.35,dev20
1047,44,roulette,2025-02-22T04:25:00,4.11,lose,0.0,0,192.168.4.130,dev20
1048,44,roulette,2025-03-01T09:07:00,0.83,win,6.44,0,192.168.0.47,dev20
1049,44,roulette,2025-02-20T08:11:00,1.19,lose,0.0,0,192.168.2.177,dev20
1050,44,coinflip,2025-02-28T14:07:00,23.88,lose,0.0,0,192.168.3.194,dev20
1051,45,roulette,2025-03-18T13:55:00,22.12,lose,0.0,0,192.168.5.155,dev42
1052,45,coinflip,2025-02-20T07:46:00,0.56,win,10.2,0,192.168.4.23,dev42
1053,45,crash,2025-03-12T08:29:00,4.52,lose,0.0,0,192.168.1.56,dev42
1054,45,roulette,2025-03-16T16:54:00,0.44,win,7.2,1,192.168.3.102,dev42
1055,45,roulette,2025-03-23T21:43:00,1.86,win,8.29,1,192.168.1.28,dev42
1056,45,crash,2025-03-27T04:24:00,9.94,lose,0.0,0,192.168.4.248,dev42
1057,45,crash,2025-03-01T12:22:00,19.03,lose,0.0,1,192.168.4.217,dev42
1058,45,coinflip,2025-03-08T03:16:00,8.43,win,117.74,0,192.168.5.114,dev42
1059,45,coinflip,2025-03-17T03:45:00,0.24,win,1.7,0,192.168.0.104,dev42
1060,45,roulette,2025-02-22T07:52:00,0.49,lose,0.0,0,192.168.0.148,dev42
1061,45,crash,2025-03-07T06:56:00,1.92,win,28.05,0,192.168.2.113,dev42
1062,45,crash,2025-03-21T22:15:00,1.1,lose,0.0,0,192.168.2.235,dev42
1063,45,crash,2025-03-25T01:14:00,2.05,win,10.01,1,192.168.0.69,dev42
1064,45,coinflip,2025-03-03T03:51:00,4.39,lose,0.0,0,192.168.5.82,dev42
1065,45,roulette,2025-02-20T10:12:00,5.31,win,53.55,0,192.168.5.146,dev42
1066,45,crash,2025-03-04T09:10:00,1.07,lose,0.0,0,192.168.4.202,dev42
1067,45,coinflip,2025-03-18T03:52:00,9.32,lose,0.0,0,192.168.1.108,dev42
1068,45,crash,2025-03-06T16:46:00,9.92,win,139.79,0,192.168.1.66,dev42
1069,45,crash,2025-03-17T15:28:00,16.25,win,249.29,0,192.168.4.130,dev42
1070,45,crash,2025-03-24T00:19:00,5.07,win,89.31,0,192.168.4.228,dev42
1071,45,coinflip,2025-03-06T16:24:00,2.28,win,22.03,1,192.168.0.4,dev42
1072,45,roulette,2025-03-16T03:14:00,0.8,lose,0.0,1,192.168.2.26,dev42
1073,45,coinflip,2025-02-23T18:05:00,18.06,win,175.73,1,192.168.0.123,dev42
1074,45,crash,2025-03-06T02:13:00,0.56,win,4.89,0,192.168.0.212,dev42
1075,45,roulette,2025-02-25T21:45:00,0.48,lose,0.0,0,192.168.4.89,dev42
1076,45,crash,2025-03-11T21:35:00,1.89,win,24.51,1,192.168.3.86,dev42
1077,45,crash,2025-02-27T14:32:00,5.73,win,80.68,0,192.168.4.115,dev42
1078,45,roulette,2025-03-06T11:32:00,4.76,win,14.88,1,192.168.1.212,dev42
1079,45,coinflip,2025-03-03T18:25:00,0.43,lose,0.0,0,192.168.5.12,dev42
1080,45,roulette,2025-03-08T13:48:00,5.42,win,58.73,1,192.168.0.216,dev42
1081,45,roulette,2025-02-20T12:21:00,2.14,win,23.03,0,192.168.1.213,dev42
1082,45,crash,2025-03-11T19:40:00,2.24,win,19.95,0,192.168.4.159,dev42
1083,45,coinflip,2025-03-11T09:38:00,1.93,win,3.36,1,192.168.3.161,dev42
1084,45,roulette,2025-03-17T09:01:00,8.0,lose,0.0,0,192.168.2.180,dev42
1085,45,coinflip,2025-03-19T01:36:00,0.55,win,3.25,0,192.168.2.191,dev42
1086,45,roulette,2025-02-23T13:18:00,0.57,lose,0.0,0,192.168.5.121,dev42
1087,45,coinflip,2025-02-27T00:42:00,0.23,lose,0.0,0,192.168.3.28,dev42
1088,46,crash,2025-03-01T02:22:00,2.22,lose,0.0,1,192.168.0.214,dev16
1089,46,roulette,2025-02-24T20:01:00,0.48,lose,0.0,0,192.168.4.119,dev16
1090,46,roulette,2025-03-01T13:21:00,0.23,win,4.09,0,192.168.2.186,dev16
1091,46,roulette,2025-03-07T03:32:00,9.33,lose,0.0,1,192.168.4.97,dev16
1092,46,coinflip,2025-02-05T22:06:00,0.48,lose,0.0,0,192.168.3.28,dev16
1093,47,crash,2025-02-09T23:57:00,1.09,win,6.98,0,192.168.3.62,dev43
1094,47,roulette,2025-02-12T14:07:00,10.9,lose,0.0,0,192.168.1.57,dev43
1095,47,coinflip,2025-02-03T03:37:00,0.17,win,1.6,0,192.168.3.168,dev43
1096,47,coinflip,2025-03-04T07:18:00,0.2,lose,0.0,0,192.168.5.132,dev43
1097,47,crash,2025-02-07T14:22:00,0.17,lose,0.0,0,192.168.2.253,dev43
1098,47,roulette,2025-03-06T13:33:00,9.97,lose,0.0,0,192.168.2.65,dev43
1099,47,crash,2025-02-27T06:13:00,2.26,win,33.7,0,192.168.3.92,dev43
1100,47,coinflip,2025-03-02T07:20:00,1.17,win,2.31,0,192.168.5.242,dev43
1101,47,coinflip,2025-03-07T16:15:00,1.02,win,19.0,0,192.168.2.81,dev43
1102,47,coinflip,2025-02-11T17:29:00,0.21,win,0.92,0,192.168.4.114,dev43
1103,47,roulette,2025-02-08T09:28:00,1.01,win,15.5,0,192.168.2.108,dev43
1104,47,crash,2025-02-21T23:35:00,10.96,lose,0.0,1,192.168.1.38,dev43
1105,47,crash,2025-02-20T11:28:00,8.06,lose,0.0,0,192.168.3.51,dev43
1106,47,roulette,2025-02-01T02:35:00,5.43,win,95.44,0,192.168.2.220,dev43
1107,47,crash,2025-02-12T13:26:00,4.87,lose,0.0,0,192.168.5.133,dev43
1108,47,coinflip,2025-02-01T23:23:00,1.1,lose,0.0,0,192.168.3.117,dev43
1109,47,coinflip,2025-03-08T21:35:00,0.22,lose,0.0,1,192.168.1.66,dev43
1110,47,coinflip,2025-02-18T08:38:00,22.05,win,132.21,0,192.168.2.79,dev43
1111,47,coinflip,2025-03-07T05:47:00,0.48,win,8.18,0,192.168.0.196,dev43
1112,47,crash,2025-02-18T23:48:00,10.36,win,132.33,0,192.168.1.197,dev43
1113,47,coinflip,2025-02-15T04:00:00,4.32,lose,0.0,0,192.168.1.188,dev43
1114,47,crash,2025-02-13T19:55:00,0.22,lose,0.0,0,192.168.1.184,dev43
1115,47,roulette,2025-02-20T13:06:00,4.69,win,28.21,0,192.168.1.74,dev43
1116,47,coinflip,2025-02-15T00:46:00,0.19,win,3.75,0,192.168.3.123,dev43
1117,47,roulette,2025-03-02T06:09:00,0.23,win,1.6,1,192.168.2.103,dev43
1118,47,roulette,2025-03-06T07:08:00,2.24,lose,0.0,0,192.168.3.235,dev43
1119,47,roulette,2025-02-14T06:03:00,0.48,lose,0.0,0,192.168.1.183,dev43
1120,47,coinflip,2025-02-01T07:34:00,1.93,win,30.59,0,192.168.1.195,dev43
1121,47,crash,2025-03-06T13:59:00,0.18,win,2.59,0,192.168.4.11,dev43
1122,47,roulette,2025-02-23T08:26:00,0.22,win,0.95,1,192.168.1.89,dev43
1123,47,coinflip,2025-02-14T07:10:00,2.22,win,41.31,0,192.168.3.108,dev43
1124,47,roulette,2025-02-27T10:06:00,1.06,win,7.03,0,192.168.5.236,dev43
1125,47,crash,2025-02-08T13:11:00,0.9,win,10.23,0,192.168.1.107,dev43
1126,47,roulette,2025-02-16T20:16:00,0.22,lose,0.0,0,192.168.1.126,dev43
1127,47,coinflip,2025-03-08T22:18:00,0.17,lose,0.0,0,192.168.3.64,dev43
1128,47,coinflip,2025-02-26T02:22:00,5.31,lose,0.0,1,192.168.0.79,dev43
1129,47,coinflip,2025-03-10T03:34:00,0.24,win,4.13,0,192.168.3.152,dev43
1130,47,crash,2025-03-12T09:56:00,5.59,win,20.51,0,192.168.4.152,dev43
1131,47,crash,2025-02-25T08:35:00,2.22,lose,0.0,0,192.168.3.229,dev43
1132,47,crash,2025-03-09T16:22:00,8.07,win,92.85,0,192.168.1.130,dev43
1133,47,coinflip,2025-02-01T13:46:00,0.54,win,4.08,0,192.168.4.198,dev43
1134,47,crash,2025-02-14T13:03:00,0.45,lose,0.0,0,192.168.1.237,dev43
1135,47,crash,2025-02-12T22:02:00,5.57,lose,0.0,0,192.168.2.74,dev43
1136,47,coinflip,2025-03-09T22:37:00,0.91,lose,0.0,0,192.168.2.8,dev43
1137,47,coinflip,2025-02-12T14:44:00,0.19,win,2.38,0,192.168.4.14,dev43
1138,48,crash,2025-01-08T03:02:00,18.22,lose,0.0,0,192.168.5.110,dev42
1139,48,crash,2025-02-07T02:19:00,0.23,win,4.22,0,192.168.3.185,dev42
1140,48,roulette,2025-02-10T11:22:00,5.81,win,91.65,1,192.168.1.254,dev42
1141,48,coinflip,2025-02-02T14:49:00,1.17,win,11.45,0,192.168.2.152,dev42
1142,48,roulette,2025-01-25T08:11:00,4.87,win,55.84,0,192.168.3.246,dev42
1143,48,coinflip,2025-01-26T00:17:00,2.02,lose,0.0,0,192.168.5.77,dev42
1144,48,crash,2025-01-26T22:06:00,0.42,lose,0.0,1,192.168.3.81,dev42
1145,48,roulette,2025-01-21T11:34:00,16.08,lose,0.0,0,192.168.4.108,dev42
1146,48,crash,2025-01-09T06:30:00,4.03,lose,0.0,0,192.168.3.249,dev42
1147,48,crash,2025-01-18T01:59:00,0.83,win,12.87,0,192.168.5.58,dev42
1148,48,coinflip,2025-01-28T14:59:00,0.6,win,0.94,0,192.168.5.25,dev42
1149,48,crash,2025-02-10T06:38:00,1.01,win,4.24,1,192.168.3.87,dev42
1150,48,coinflip,2025-01-28T23:23:00,2.14,win,31.56,0,192.168.1.133,dev42
1151,48,roulette,2025-01-14T02:35:00,0.47,win,1.26,0,192.168.3.135,dev42
1152,48,roulette,2025-02-12T18:25:00,4.96,lose,0.0,0,192.168.4.90,dev42
1153,48,roulette,2025-01-14T05:44:00,0.42,win,0.95,0,192.168.4.237,dev42
1154,48,coinflip,2025-01-15T07:48:00,1.83,win,34.89,0,192.168.4.31,dev42
1155,48,coinflip,2025-02-12T08:08:00,1.9,win,4.04,1,192.168.0.194,dev42
1156,48,crash,2025-01-24T21:59:00,0.23,win,1.7,0,192.168.1.250,dev42
1157,48,roulette,2025-02-07T10:48:00,0.44,win,2.85,0,192.168.1.26,dev42
1158,48,coinflip,2025-01-23T08:22:00,1.92,win,4.88,0,192.168.4.151,dev42
1159,48,coinflip,2025-01-11T16:37:00,0.18,win,2.22,0,192.168.5.125,dev42
1160,48,roulette,2025-02-04T06:21:00,9.0,lose,0.0,0,192.168.0.150,dev42
1161,48,crash,2025-02-07T21:23:00,2.28,lose,0.0,0,192.168.2.92,dev42
1162,48,roulette,2025-02-08T20:52:00,5.89,win,79.14,1,192.168.1.111,dev42
1163,48,crash,2025-01-16T08:50:00,5.15,win,70.5,0,192.168.1.196,dev42
1164,48,roulette,2025-01-23T01:02:00,1.63,lose,0.0,0,192.168.0.155,dev42
1165,48,coinflip,2025-01-10T04:03:00,5.85,lose,0.0,0,192.168.2.87,dev42
1166,48,coinflip,2025-01-16T16:41:00,20.78,win,158.8,0,192.168.3.198,dev42
1167,48,crash,2025-01-08T12:15:00,1.73,win,15.05,0,192.168.1.23,dev42
1168,48,crash,2025-02-02T09:52:00,1.87,win,8.51,0,192.168.1.9,dev42
1169,48,coinflip,2025-01-22T18:41:00,22.87,lose,0.0,0,192.168.0.46,dev42
1170,48,coinflip,2025-01-27T07:37:00,2.1,win,9.34,0,192.168.5.77,dev42
1171,48,roulette,2025-01-24T15:44:00,0.21,win,3.83,1,192.168.2.99,dev42
1172,48,crash,2025-02-09T06:20:00,1.18,win,21.31,0,192.168.4.126,dev42
1173,48,crash,2025-02-09T21:32:00,0.23,lose,0.0,0,192.168.2.239,dev42
1174,48,roulette,2025-01-18T06:16:00,0.17,lose,0.0,1,192.168.2.130,dev42
1175,48,coinflip,2025-01-18T23:40:00,19.53,lose,0.0,0,192.168.1.248,dev42
1176,48,coinflip,2025-01-30T04:22:00,0.9,win,15.91,0,192.168.1.200,dev42
1177,48,crash,2025-02-10T06:13:00,22.67,lose,0.0,0,192.168.3.188,dev42
1178,48,roulette,2025-02-14T00:32:00,2.19,lose,0.0,0,192.168.4.48,dev42
1179,49,roulette,2025-01-27T07:05:00,9.68,win,107.09,0,192.168.3.178,dev33
1180,49,roulette,2025-01-25T07:56:00,0.59,lose,0.0,0,192.168.5.180,dev33
1181,49,roulette,2025-01-11T18:58:00,10.93,win,92.52,0,192.168.5.165,dev33
1182,49,coinflip,2025-01-27T09:27:00,17.48,lose,0.0,0,192.168.2.158,dev33
1183,49,coinflip,2025-01-23T14:44:00,1.95,lose,0.0,1,192.168.1.79,dev33
1184,49,coinflip,2025-02-07T02:18:00,5.01,win,72.88,0,192.168.0.192,dev33
